Trip_ID,policyholder_id,vin,Start_Time,End_Time,Start_Location_Lat,Start_Location_Lon,Time_of_Day_Category,Duration_Min,Distance_Miles,Peak_High_Speed,Average_Speed,Peak_Low_Speed,Max_Speed_Limit_Exceeded,Sudden_Braking_Count,Rapid_Acceleration_Count,Harsh_Cornering_Count,Speeding_Incidents,Safety_Score,Braking_Index,Acceleration_Index,Trip_Risk_Level
4_109193_POL4036_1618418220_0017,4,8HGBH41JXMN109193,4/14/2021 16:37,4/14/2021 17:36,27.868334,-101.8134,Afternoon,59.08,57.79,107.37,58.69,10.03,38.93,20,14,13,10,37.47,0.9,0.82,High
4_109193_POL4038_1688973300_0018,4,8HGBH41JXMN109193,7/10/2023 7:15,7/10/2023 7:43,27.711286,-102.361386,Morning,28.74,27.62,99.42,57.67,0.38,24.15,9,10,10,10,40.08,0.85,0.84,High
4_109193_POL4038_1690812060_0019,4,8HGBH41JXMN109193,7/31/2023 14:01,7/31/2023 14:10,32.354044,-94.235412,Afternoon,9.12,10.03,101.62,66.01,3.76,31.04,19,7,7,8,46.76,0.92,0.84,High
4_109193_POL4038_1687243920_0020,4,8HGBH41JXMN109193,6/20/2023 6:52,6/20/2023 7:19,39.14906,-82.147339,Morning,27.64,29.77,102.57,64.63,2.64,15.79,16,16,6,11,21.25,0.95,0.71,High
4_109193_POL4038_1677628320_0021,4,8HGBH41JXMN109193,2/28/2023 23:52,3/1/2023 0:16,42.084756,-94.74375,Night,24.28,28.07,102.99,69.36,9.85,31.81,14,17,8,15,34.37,0.8,0.95,High
4_109193_POL4038_1694978760_0022,4,8HGBH41JXMN109193,9/17/2023 19:26,9/17/2023 19:51,34.29743,-109.859175,Evening,25.7,25.36,94.85,59.21,7.06,25.81,13,11,14,7,34.86,0.77,0.83,High
4_109193_POL4040_1748628240_0023,4,8HGBH41JXMN109193,5/30/2025 18:04,5/30/2025 18:53,44.694388,-100.943112,Evening,49.66,51.08,93.47,61.72,9.71,26.38,17,17,8,6,35.54,0.8,0.7,High
4_109193_POL4040_1743971520_0024,4,8HGBH41JXMN109193,4/6/2025 20:32,4/6/2025 20:55,29.732659,-99.961171,Evening,23.31,23.81,80.85,61.28,18.77,18.11,15,14,5,6,23.83,0.8,0.91,High
4_109193_POL4040_1754700060_0025,4,8HGBH41JXMN109193,8/9/2025 0:41,8/9/2025 1:00,34.218978,-75.55231,Night,19.57,21.5,80.33,65.92,18.55,20.4,10,11,15,13,22.41,0.91,0.79,High
4_109193_POL4040_1740942360_0026,4,8HGBH41JXMN109193,3/2/2025 19:06,3/2/2025 19:57,31.035869,-95.029336,Evening,51.37,48.76,89.29,56.95,14.96,35.99,13,8,7,6,40.24,0.86,0.8,High
5_109195_POL2014_1544364240_0001,5,10HGBH41JXMN109195,12/9/2018 14:04,12/9/2018 14:27,29.281274,-96.334776,Afternoon,23.44,19.15,67.88,49.01,19.04,14.16,7,7,6,2,58.46,0.55,0.41,Medium
5_109195_POL2014_1543152960_0002,5,10HGBH41JXMN109195,11/25/2018 13:36,11/25/2018 14:33,37.438862,-69.099706,Afternoon,57.05,50.61,74.51,53.23,5.26,5.99,7,6,4,3,72.87,0.63,0.43,Medium
5_109194_POL2013_1520970180_0001,5,9HGBH41JXMN109194,3/13/2018 19:43,3/13/2018 20:10,35.734011,-87.777184,Evening,27.8,20.9,73.65,45.11,16.34,14.36,8,7,5,2,74.51,0.5,0.57,Medium
5_109194_POL2013_1522169640_0002,5,9HGBH41JXMN109194,3/27/2018 16:54,3/27/2018 17:07,32.736958,-91.528133,Afternoon,13.68,13.25,69.8,58.11,2.05,10.09,4,7,3,3,74.74,0.43,0.42,Medium
5_109194_POL2013_1536573840_0003,5,9HGBH41JXMN109194,9/10/2018 10:04,9/10/2018 10:51,43.944923,-75.282781,Morning,47.83,40.01,67.47,50.19,6.18,8.73,8,5,6,4,63.28,0.48,0.47,Medium
5_109194_POL2013_1535774760_0004,5,9HGBH41JXMN109194,9/1/2018 4:06,9/1/2018 4:35,46.672295,-90.255797,Night,29.3,23.84,65.27,48.82,13.94,6.35,7,5,6,3,56.19,0.48,0.44,Medium
5_109194_POL2013_1525859760_0005,5,9HGBH41JXMN109194,5/9/2018 9:56,5/9/2018 10:09,25.346036,-76.55299,Morning,13.13,10.83,77.14,49.48,18.77,8.32,6,7,2,2,71.31,0.45,0.47,Medium
5_109194_POL2015_1611639600_0006,5,9HGBH41JXMN109194,1/26/2021 5:40,1/26/2021 6:22,47.864572,-91.666318,Morning,42.7,39.29,79.66,55.21,16.75,9.85,6,3,5,2,67.05,0.54,0.56,Medium
5_109194_POL2015_1614830940_0007,5,9HGBH41JXMN109194,3/4/2021 4:09,3/4/2021 4:18,26.382419,-122.964973,Night,9.31,8.1,71.16,52.17,17.68,6.36,3,4,3,6,58.6,0.53,0.38,Medium
5_109194_POL2015_1605351060_0008,5,9HGBH41JXMN109194,11/14/2020 10:51,11/14/2020 11:23,45.66092,-116.256649,Morning,32.42,30.31,79.7,56.09,5.03,11.86,8,6,5,5,62.05,0.45,0.56,Medium
5_109194_POL2015_1602743820_0009,5,9HGBH41JXMN109194,10/15/2020 6:37,10/15/2020 6:47,28.201884,-95.912398,Morning,10.58,8.06,72.53,45.69,13.31,11.76,7,3,3,5,60.44,0.51,0.44,Medium
5_109194_POL2015_1617866940_0010,5,9HGBH41JXMN109194,4/8/2021 7:29,4/8/2021 7:35,32.010157,-70.061096,Morning,6.17,4.73,66.65,46.03,18.51,11.77,7,5,3,5,60.72,0.59,0.58,Medium
6_109196_POL2016_1474955400_0001,6,11HGBH41JXMN109196,9/27/2016 5:50,9/27/2016 6:44,27.003005,-105.788919,Morning,54.24,34.08,53.62,37.7,11.32,2.63,2,1,1,0,82.38,0.28,0.17,Low
6_109196_POL2016_1492917420_0002,6,11HGBH41JXMN109196,4/23/2017 3:17,4/23/2017 3:46,37.484231,-88.58921,Night,29.02,20.35,58.05,42.08,2.88,4.29,1,0,1,2,92.69,0.28,0.26,Low
6_109196_POL2016_1491552240_0003,6,11HGBH41JXMN109196,4/7/2017 8:04,4/7/2017 8:22,34.948162,-93.077847,Morning,18.73,10.89,50.79,34.88,15.83,4.27,0,0,0,0,99.94,0.25,0.2,Low
3_109190_POL4025_1578128280_0013,3,5HGBH41JXMN109190,1/4/2020 8:58,1/4/2020 9:32,33.226171,-99.788597,Morning,34.5,24.52,45.16,42.65,13.78,1.8,0,0,1,0,96.85,0.26,0.14,Low
3_109190_POL4025_1593682020_0014,3,5HGBH41JXMN109190,7/2/2020 9:27,7/2/2020 10:25,30.861997,-70.986077,Morning,58.98,37.22,57.38,37.86,0.44,3.26,0,2,1,0,93.43,0.12,0.14,Low
3_109190_POL4025_1601775300_0015,3,5HGBH41JXMN109190,10/4/2020 1:35,10/4/2020 1:49,29.912352,-86.440667,Night,14.7,11.7,57.48,47.74,5.97,0.57,2,2,2,0,85.76,0.1,0.2,Low
3_109190_POL4025_1590630420_0016,3,5HGBH41JXMN109190,5/28/2020 1:47,5/28/2020 2:05,27.248799,-93.891489,Night,18.53,12.25,62.35,39.67,3.77,3.03,2,1,1,1,81.79,0.16,0.26,Low
3_109190_POL4025_1592113920_0017,3,5HGBH41JXMN109190,6/14/2020 5:52,6/14/2020 6:41,38.839156,-91.207825,Morning,49.58,37.9,50.41,45.87,4.79,4.79,0,1,1,2,91.43,0.18,0.19,Low
3_109190_POL4027_1667114580_0018,3,5HGBH41JXMN109190,10/30/2022 7:23,10/30/2022 8:06,47.626055,-119.337821,Morning,43.25,31.19,45.38,43.27,12.44,3.66,1,0,1,0,80.27,0.22,0.12,Low
3_109190_POL4027_1642052040_0019,3,5HGBH41JXMN109190,1/13/2022 5:34,1/13/2022 6:25,45.8865,-100.91117,Morning,51.41,36.41,59.31,42.49,12.42,4.25,2,0,0,0,97.52,0.13,0.17,Low
3_109190_POL4027_1670626680_0020,3,5HGBH41JXMN109190,12/9/2022 22:58,12/9/2022 23:40,35.647263,-117.801301,Night,42.01,22.06,61.32,31.5,0.97,1.84,3,2,2,1,85.66,0.16,0.3,Low
3_109190_POL4027_1648804800_0021,3,5HGBH41JXMN109190,4/1/2022 9:20,4/1/2022 9:34,30.641807,-123.592036,Morning,14.86,10.9,55.23,44,3.33,2.14,3,1,0,2,94.19,0.23,0.28,Low
3_109190_POL4029_1709180400_0022,3,5HGBH41JXMN109190,2/29/2024 4:20,2/29/2024 5:01,38.189066,-109.783808,Night,41.04,24.48,57.44,35.79,7.34,2.95,3,0,2,2,96.72,0.14,0.11,Low
3_109190_POL4029_1724658000_0023,3,5HGBH41JXMN109190,8/26/2024 7:40,8/26/2024 8:21,34.6464,-101.392067,Morning,41.35,22.91,46.14,33.24,0.91,3.19,2,2,0,1,95.46,0.22,0.14,Low
3_109191_POL4022_1511271540_0001,3,6HGBH41JXMN109191,11/21/2017 13:39,11/21/2017 13:44,26.46485,-95.6804,Afternoon,5.31,2.9,56.95,32.76,3.8,2,1,1,1,0,84.09,0.23,0.25,Low
3_109191_POL4022_1505721300_0002,3,6HGBH41JXMN109191,9/18/2017 7:55,9/18/2017 8:40,31.140973,-81.877031,Morning,45.72,25.52,50.03,33.49,5.38,1.24,2,0,2,0,82.2,0.13,0.28,Low
3_109191_POL4022_1499309580_0003,3,6HGBH41JXMN109191,7/6/2017 2:53,7/6/2017 3:31,36.131947,-123.752162,Night,38.75,28.45,61.06,44.05,3.86,3.41,3,1,0,2,91.93,0.29,0.15,Low
3_109191_POL2008_1493834760_0004,3,6HGBH41JXMN109191,5/3/2017 18:06,5/3/2017 19:02,41.41102,-67.72513,Evening,56.69,29.7,51.84,31.43,19.4,1.62,2,2,2,1,94.46,0.24,0.19,Low
3_109191_POL2008_1518326040_0005,3,6HGBH41JXMN109191,2/11/2018 5:14,2/11/2018 5:24,44.42736,-104.012916,Morning,10.18,6.83,61.09,40.26,11.16,0.4,1,2,2,1,82.6,0.27,0.13,Low
3_109191_POL4024_1552287360_0006,3,6HGBH41JXMN109191,3/11/2019 6:56,3/11/2019 7:48,32.014904,-92.383934,Morning,52.22,29.97,45.94,34.43,12.27,0.21,1,2,0,2,94.05,0.15,0.2,Low
3_109191_POL4024_1549044780_0007,3,6HGBH41JXMN109191,2/1/2019 18:13,2/1/2019 18:47,44.977392,-88.214491,Evening,34.64,21.75,49.3,37.68,7.78,1.72,2,2,0,1,93.52,0.28,0.17,Low
3_109191_POL4024_1558312500_0008,3,6HGBH41JXMN109191,5/20/2019 0:35,5/20/2019 1:12,41.456061,-85.80357,Night,37.71,30.45,57.84,48.45,2.62,0.6,2,1,1,2,92.94,0.23,0.16,Low
3_109191_POL4026_1619519280_0009,3,6HGBH41JXMN109191,4/27/2021 10:28,4/27/2021 11:16,36.596869,-81.425185,Morning,48.67,25.16,61.87,31.02,7.15,0.06,3,0,1,2,86.39,0.12,0.12,Low
3_109191_POL4026_1628118540_0010,3,6HGBH41JXMN109191,8/4/2021 23:09,8/4/2021 23:45,25.936692,-109.382362,Night,36.53,18.42,50.42,30.26,8.96,4.61,3,0,0,1,92.76,0.24,0.19,Low
3_109191_POL4026_1623505560_0011,3,6HGBH41JXMN109191,6/12/2021 13:46,6/12/2021 14:05,27.093158,-68.610802,Afternoon,19.58,11.43,60.45,35.02,0.72,1.28,1,2,2,1,82.17,0.2,0.18,Low
3_109191_POL4026_1623371580_0012,3,6HGBH41JXMN109191,6/11/2021 0:33,6/11/2021 0:53,25.478876,-116.997715,Night,20.9,10.77,49.14,30.92,19.67,4.87,3,2,1,0,94.38,0.11,0.17,Low
3_109191_POL4028_1698894900_0013,3,6HGBH41JXMN109191,11/2/2023 3:15,11/2/2023 3:58,41.767193,-65.054183,Night,43.84,32.37,49.43,44.3,18.05,2.34,1,0,1,2,87.11,0.12,0.14,Low
3_109191_POL4028_1696423320_0014,3,6HGBH41JXMN109191,10/4/2023 12:42,10/4/2023 12:59,39.081764,-86.590688,Afternoon,17.45,11.2,45,38.52,4.99,0.84,2,2,0,0,95.1,0.18,0.16,Low
3_109191_POL4028_1675623720_0015,3,6HGBH41JXMN109191,2/5/2023 19:02,2/5/2023 19:15,25.208015,-99.403638,Evening,13.62,9.25,52.16,40.74,4.2,0.14,1,1,0,2,98.13,0.27,0.27,Low
3_109191_POL4028_1699118340_0016,3,6HGBH41JXMN109191,11/4/2023 17:19,11/4/2023 17:37,36.87059,-85.580159,Evening,18.89,13.63,64.07,43.29,15.14,3.4,3,2,2,2,98.36,0.28,0.24,Low
3_109191_POL4030_1755869820_0017,3,6HGBH41JXMN109191,8/22/2025 13:37,8/22/2025 14:00,47.118146,-105.832221,Afternoon,23.92,14.16,47.3,35.51,1.54,3.97,2,1,2,2,87.65,0.28,0.2,Low
3_109191_POL4030_1758671580_0018,3,6HGBH41JXMN109191,9/23/2025 23:53,9/24/2025 0:50,29.320176,-92.277355,Night,57.74,36.89,57.66,38.33,15.22,4.96,1,1,1,0,83.59,0.13,0.16,Low
4_109192_POL2010_1460825100_0001,4,7HGBH41JXMN109192,4/16/2016 16:45,4/16/2016 17:30,26.468525,-90.764211,Afternoon,45.44,47.91,89.07,63.26,14.72,18.34,10,10,9,8,40.41,0.8,0.82,High
4_109192_POL2010_1442427900_0002,4,7HGBH41JXMN109192,9/16/2015 18:25,9/16/2015 19:12,33.466923,-103.527021,Evening,47.95,58.4,92.36,73.08,9.61,15.83,13,18,14,14,31.61,0.83,0.74,High
4_109192_POL2010_1441269900_0003,4,7HGBH41JXMN109192,9/3/2015 8:45,9/3/2015 9:05,47.154563,-67.42383,Morning,20.81,19.86,98.82,57.27,9.11,16.38,13,8,15,5,31.06,0.93,0.83,High
4_109192_POL4031_1473477420_0004,4,7HGBH41JXMN109192,9/10/2016 3:17,9/10/2016 3:40,35.89874,-87.771429,Night,23.48,24.18,95.25,61.79,14.54,36.09,18,15,15,8,47.98,0.75,0.77,High
4_109192_POL4031_1451741700_0005,4,7HGBH41JXMN109192,1/2/2016 13:35,1/2/2016 14:33,33.56857,-124.893481,Afternoon,58.63,67.25,85.12,68.82,10.21,23.52,19,13,6,8,21.81,0.7,0.85,High
4_109192_POL4033_1516176960_0006,4,7HGBH41JXMN109192,1/17/2018 8:16,1/17/2018 9:04,47.747352,-108.822029,Morning,48.79,54.9,102.31,67.51,1.65,27.71,12,7,14,8,43.36,0.75,0.82,High
4_109192_POL4033_1519991400_0007,4,7HGBH41JXMN109192,3/2/2018 11:50,3/2/2018 12:01,29.934529,-120.275296,Morning,11.68,12.84,105.7,65.96,4.11,38.2,19,14,8,9,43.81,0.94,0.74,High
4_109192_POL2012_1545428940_0008,4,7HGBH41JXMN109192,12/21/2018 21:49,12/21/2018 22:30,47.080146,-66.415876,Night,41.32,44.83,99.74,65.09,16.76,19.2,15,18,9,11,20.73,0.81,0.76,High
4_109192_POL2012_1555659600_0009,4,7HGBH41JXMN109192,4/19/2019 7:40,4/19/2019 7:49,35.148693,-123.009348,Morning,9.87,10.77,109.44,65.47,3.85,19.14,17,9,13,13,47.94,0.94,0.83,High
4_109192_POL2012_1544472480_0010,4,7HGBH41JXMN109192,12/10/2018 20:08,12/10/2018 20:50,42.820368,-78.713325,Evening,42.3,52.8,107.27,74.89,15.77,27.18,17,13,12,12,35.67,0.76,0.9,High
4_109192_POL2012_1545403140_0011,4,7HGBH41JXMN109192,12/21/2018 14:39,12/21/2018 14:59,42.805409,-120.983711,Afternoon,20.03,19.74,97.65,59.14,8.62,35.83,20,13,9,13,45.44,0.88,0.91,High
4_109192_POL4035_1592056980_0012,4,7HGBH41JXMN109192,6/13/2020 14:03,6/13/2020 14:57,35.052994,-89.826978,Afternoon,54.48,60.86,105.75,67.03,0.62,33.61,8,7,10,9,38.1,0.72,0.75,High
4_109192_POL4035_1589646000_0013,4,7HGBH41JXMN109192,5/16/2020 16:20,5/16/2020 17:01,26.090044,-67.353245,Afternoon,41.88,45.01,84.3,64.48,13.3,40,12,12,8,11,47.49,0.92,0.93,High
4_109192_POL4035_1591478520_0014,4,7HGBH41JXMN109192,6/6/2020 21:22,6/6/2020 21:34,41.60061,-74.433009,Night,12.99,16.18,82.71,74.72,19.94,37.57,20,11,15,13,23.68,0.82,0.73,High
4_109192_POL4037_1653795480_0015,4,7HGBH41JXMN109192,5/29/2022 3:38,5/29/2022 3:58,25.262087,-99.352975,Night,20.75,23.86,103.81,69,15.42,24.57,14,16,10,6,22.65,0.73,0.84,High
4_109192_POL4037_1653717180_0016,4,7HGBH41JXMN109192,5/28/2022 5:53,5/28/2022 6:12,46.376969,-94.731557,Morning,19.8,22.18,96.13,67.21,14.33,17.43,16,12,7,12,25.21,0.85,0.87,High
4_109192_POL4037_1654838820_0017,4,7HGBH41JXMN109192,6/10/2022 5:27,6/10/2022 6:13,30.344436,-100.334551,Morning,46.64,51.62,94.91,66.41,4.5,30.49,18,7,9,15,30.15,0.91,0.87,High
4_109192_POL4037_1646867880_0018,4,7HGBH41JXMN109192,3/9/2022 23:18,3/9/2022 23:51,47.846171,-87.775469,Night,33.87,36.49,105.24,64.65,18.47,32.27,9,12,13,13,35.01,0.81,0.81,High
4_109192_POL4037_1653760320_0019,4,7HGBH41JXMN109192,5/28/2022 17:52,5/28/2022 18:09,37.679887,-119.044683,Evening,17.84,22.11,107.02,74.37,13.71,17.76,10,14,6,14,42.01,0.7,0.82,High
2_109188_POL4017_1649479860_0019,2,3HGBH41JXMN109188,4/9/2022 4:51,4/9/2022 5:13,28.230179,-81.943357,Night,22.54,20.06,67.69,53.4,5.25,5.61,8,3,6,4,61.98,0.61,0.36,Medium
2_109188_POL4017_1641400860_0020,2,3HGBH41JXMN109188,1/5/2022 16:41,1/5/2022 17:10,35.021976,-98.289483,Afternoon,29.84,24.59,78.12,49.44,5.38,14.63,7,6,3,4,61.96,0.56,0.38,Medium
2_109188_POL4017_1642938420_0021,2,3HGBH41JXMN109188,1/23/2022 11:47,1/23/2022 12:24,27.900679,-114.772409,Morning,37.98,36.54,74.23,57.72,8.78,13.57,6,4,3,4,58.78,0.61,0.36,Medium
2_109188_POL4017_1644792780_0022,2,3HGBH41JXMN109188,2/13/2022 22:53,2/13/2022 23:38,37.291292,-104.435549,Night,45.95,45.28,66.19,59.12,8.24,7.9,4,7,3,4,57.53,0.58,0.64,Medium
2_109188_POL4019_1711821420_0023,2,3HGBH41JXMN109188,3/30/2024 17:57,3/30/2024 18:51,46.475741,-106.103448,Evening,54.31,49.32,65.14,54.49,3.55,13.43,6,2,3,6,74.24,0.59,0.52,Medium
2_109188_POL4019_1717186860_0024,2,3HGBH41JXMN109188,5/31/2024 20:21,5/31/2024 20:51,26.245307,-72.211476,Evening,30.49,25.35,70.53,49.88,18.36,8.37,5,5,3,3,67.96,0.5,0.62,Medium
2_109189_POL4012_1505308800_0001,2,4HGBH41JXMN109189,9/13/2017 13:20,9/13/2017 14:16,36.081443,-79.49687,Afternoon,56.67,46.58,68.22,49.32,6.64,13.32,3,4,3,2,58.04,0.47,0.63,Medium
2_109189_POL4012_1514138760_0002,2,4HGBH41JXMN109189,12/24/2017 18:06,12/24/2017 18:54,36.01455,-95.892527,Evening,48.92,45.5,67.6,55.8,7.04,8.93,7,5,5,3,71.71,0.45,0.51,Medium
2_109189_POL4012_1503970560_0003,2,4HGBH41JXMN109189,8/29/2017 1:36,8/29/2017 1:44,31.578644,-98.900534,Night,8.87,6.9,77.15,46.65,11.25,10.27,3,5,4,5,69.96,0.36,0.51,Medium
2_109189_POL4012_1503333000_0004,2,4HGBH41JXMN109189,8/21/2017 16:30,8/21/2017 17:08,30.81122,-81.737653,Afternoon,38.26,34.45,70.69,54.02,9.48,12.23,6,5,3,5,60.55,0.48,0.41,Medium
2_109189_POL4012_1510977540_0005,2,4HGBH41JXMN109189,11/18/2017 3:59,11/18/2017 4:55,33.288469,-95.539314,Night,56.42,46.9,68.18,49.88,2,13.83,3,2,2,2,61.42,0.39,0.56,Medium
2_109189_POL2005_1506627120_0006,2,4HGBH41JXMN109189,9/28/2017 19:32,9/28/2017 20:24,41.032234,-75.75242,Evening,52.66,52.28,66.64,59.57,16.99,10.84,6,7,6,2,74.37,0.44,0.53,Medium
2_109189_POL2005_1499568900_0007,2,4HGBH41JXMN109189,7/9/2017 2:55,7/9/2017 3:31,44.919357,-118.099533,Night,36.76,28.37,66.77,46.3,1.14,6.07,3,3,2,6,57.03,0.62,0.54,Medium
2_109189_POL4014_1557801360_0008,2,4HGBH41JXMN109189,5/14/2019 2:36,5/14/2019 3:32,40.433374,-94.60119,Night,56.27,49.59,66.75,52.88,17.1,7.41,8,7,2,5,61.43,0.54,0.62,Medium
2_109189_POL4014_1571181600_0009,2,4HGBH41JXMN109189,10/15/2019 23:20,10/15/2019 23:34,47.418199,-84.287392,Night,14.01,12.72,77.68,54.47,19.94,12.17,4,4,4,3,56.07,0.51,0.56,Medium
2_109189_POL4014_1550571780_0010,2,4HGBH41JXMN109189,2/19/2019 10:23,2/19/2019 10:59,36.015882,-109.216481,Morning,36.13,34.47,66.42,57.24,15.02,13.76,4,7,4,5,57.82,0.37,0.55,Medium
2_109189_POL4016_1618213680_0011,2,4HGBH41JXMN109189,4/12/2021 7:48,4/12/2021 8:28,27.071349,-93.259526,Morning,40.22,36.01,77.79,53.72,14.41,6.4,3,3,6,6,73.08,0.59,0.46,Medium
2_109189_POL4016_1611037080_0012,2,4HGBH41JXMN109189,1/19/2021 6:18,1/19/2021 6:28,29.439846,-83.704066,Morning,10.22,7.74,77.86,45.43,12.09,5.43,6,6,5,4,69.75,0.41,0.35,Medium
2_109189_POL4018_1688716920_0013,2,4HGBH41JXMN109189,7/7/2023 8:02,7/7/2023 9:01,28.696312,-66.461322,Morning,59.49,52.23,73.59,52.68,13.39,10.98,7,5,6,5,70.19,0.41,0.52,Medium
2_109189_POL4018_1692336060_0014,2,4HGBH41JXMN109189,8/18/2023 5:21,8/18/2023 5:54,25.025061,-103.899295,Morning,33.12,30.5,76.35,55.26,4.44,9.9,5,2,4,5,66.77,0.41,0.52,Medium
2_109189_POL4018_1687214820_0015,2,4HGBH41JXMN109189,6/19/2023 22:47,6/19/2023 23:11,26.076693,-106.205117,Night,24.7,20.24,78.4,49.17,9.68,12.47,8,2,5,4,56.46,0.43,0.51,Medium
2_109189_POL4020_1738932120_0016,2,4HGBH41JXMN109189,2/7/2025 12:42,2/7/2025 13:20,45.714391,-116.161184,Afternoon,38.45,35.68,67.52,55.68,16.71,10.74,4,3,2,5,69.63,0.36,0.6,Medium
2_109189_POL4020_1766344800_0017,2,4HGBH41JXMN109189,12/21/2025 19:20,12/21/2025 19:57,39.880479,-119.400256,Evening,37.14,36.08,67.44,58.28,0.56,9.84,4,4,3,2,57.29,0.53,0.49,Medium
3_109190_POL4021_1467201960_0001,3,5HGBH41JXMN109190,6/29/2016 12:06,6/29/2016 12:29,45.655738,-104.026943,Afternoon,23.79,17.01,62.46,42.9,4.49,0.88,1,0,0,2,89.18,0.16,0.15,Low
3_109190_POL4021_1480311600_0002,3,5HGBH41JXMN109190,11/28/2016 5:40,11/28/2016 6:23,33.399127,-118.384519,Morning,43.13,30.23,47.2,42.06,0.73,4.13,0,2,1,0,94.9,0.1,0.18,Low
3_109190_POL4021_1482332340_0003,3,5HGBH41JXMN109190,12/21/2016 14:59,12/21/2016 15:16,40.91751,-114.710198,Afternoon,17.11,12.78,50.82,44.81,4.89,3.54,1,2,2,2,83.68,0.18,0.24,Low
3_109190_POL4021_1456249020_0004,3,5HGBH41JXMN109190,2/23/2016 17:37,2/23/2016 18:14,45.573156,-99.332151,Evening,37.29,30.11,47.52,48.44,13.81,1.43,0,2,0,0,84.88,0.12,0.2,Low
3_109190_POL2007_1476216540_0005,3,5HGBH41JXMN109190,10/11/2016 20:09,10/11/2016 20:57,27.088528,-81.840119,Evening,48.78,28.85,58.73,35.48,13.68,3.57,1,2,1,2,88.89,0.28,0.17,Low
3_109190_POL2007_1477890360_0006,3,5HGBH41JXMN109190,10/31/2016 5:06,10/31/2016 5:42,27.30075,-68.69634,Morning,36.12,18.43,58.31,30.62,1.23,0.58,0,0,2,0,91.37,0.14,0.19,Low
3_109190_POL4023_1524083880_0007,3,5HGBH41JXMN109190,4/18/2018 20:38,4/18/2018 21:26,44.411698,-73.104687,Evening,48.79,28.11,56.17,34.57,4.21,3.29,2,1,1,1,96.17,0.14,0.15,Low
3_109190_POL4023_1540152660_0008,3,5HGBH41JXMN109190,10/21/2018 20:11,10/21/2018 20:43,37.466156,-105.691425,Evening,32.21,22.98,61.88,42.81,3.1,1.94,2,2,1,1,91.66,0.23,0.24,Low
3_109190_POL2009_1557148740_0009,3,5HGBH41JXMN109190,5/6/2019 13:19,5/6/2019 13:46,27.76548,-119.018083,Afternoon,27.2,15.83,57.13,34.92,18.07,3.07,1,2,0,0,91.05,0.11,0.2,Low
3_109190_POL2009_1559947560_0010,3,5HGBH41JXMN109190,6/7/2019 22:46,6/7/2019 23:27,34.828211,-114.536306,Night,41.75,21.89,49.2,31.46,7.74,4.51,3,1,2,0,86.78,0.12,0.16,Low
3_109190_POL2009_1565381340_0011,3,5HGBH41JXMN109190,8/9/2019 20:09,8/9/2019 20:48,44.772725,-119.612333,Evening,39.93,31.72,52.03,47.67,18.32,1.66,2,0,2,1,81.24,0.21,0.29,Low
3_109190_POL2009_1552414020_0012,3,5HGBH41JXMN109190,3/12/2019 18:07,3/12/2019 18:12,41.138515,-120.001782,Evening,5.79,3.68,49.42,38.18,2.62,2.33,1,1,2,0,93.29,0.21,0.15,Low
1_109187_POL4004_1549020600_0005,1,2HGBH41JXMN109187,2/1/2019 11:30,2/1/2019 11:49,38.981303,-95.778257,Morning,19.6,21.48,100.74,65.75,6.46,22.94,19,12,15,9,30.01,0.86,0.87,High
1_109187_POL4004_1551108240_0006,1,2HGBH41JXMN109187,2/25/2019 15:24,2/25/2019 16:03,32.008196,-79.597816,Afternoon,39.71,47.7,98.73,72.08,4.48,15.11,19,11,14,12,34.33,0.85,0.73,High
1_109187_POL4006_1619074080_0007,1,2HGBH41JXMN109187,4/22/2021 6:48,4/22/2021 7:43,45.489123,-72.105172,Morning,55.07,52.48,101.66,57.18,18.54,39.8,9,14,14,11,28.65,0.76,0.82,High
1_109187_POL4006_1621147980_0008,1,2HGBH41JXMN109187,5/16/2021 6:53,5/16/2021 7:23,32.248302,-73.9064,Morning,30.13,30.39,99.44,60.52,10.41,36.19,14,8,10,5,29.33,0.91,0.73,High
1_109187_POL4006_1613183760_0009,1,2HGBH41JXMN109187,2/13/2021 2:36,2/13/2021 3:19,28.956343,-79.283231,Night,43.95,44.05,98.18,60.14,10.98,21.06,8,14,13,8,45,0.81,0.83,High
1_109187_POL4008_1694374860_0010,1,2HGBH41JXMN109187,9/10/2023 19:41,9/10/2023 19:51,34.635807,-66.103452,Evening,10.92,12.27,109.02,67.44,19.44,38.32,20,8,14,14,26.54,0.92,0.95,High
1_109187_POL4008_1684328820_0011,1,2HGBH41JXMN109187,5/17/2023 13:07,5/17/2023 13:39,36.865047,-114.052337,Afternoon,32.98,36.58,88.21,66.55,0.35,35.37,20,17,14,6,49.8,0.87,0.72,High
1_109187_POL4008_1697297400_0012,1,2HGBH41JXMN109187,10/14/2023 15:30,10/14/2023 15:53,44.413319,-92.106968,Afternoon,23.45,24.3,92.83,62.18,19.13,25.82,10,11,14,8,49.8,0.88,0.8,High
1_109187_POL4008_1700841840_0013,1,2HGBH41JXMN109187,11/24/2023 16:04,11/24/2023 16:29,25.094013,-120.428687,Afternoon,25.82,27.97,102.89,64.99,14.06,33.55,17,14,9,8,25,0.82,0.79,High
